LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
881,3840,135903,19,17,9,14.3,7.7,5.8,21.8,"£37,383"
881,3841,136173,29,61,7,23.3,20.3,3.7,24.4,"£37,388"
881,4001,136555,42,7,23,39.6,5.9,20.0,24.5,"£37,712"
881,4004,137152,61,14,32,57.6,11.1,28.9,16.6,"£39,510"
881,4005,138239,45,7,13,44.7,5.4,10.6,16.7,"£36,686"
881,4006,138255,NA,NA,NA,NA,NA,NA,NA,NA
881,4007,138865,56,12,28,54.1,9.8,24.9,15.0,"£36,284"
881,4008,139248,40,19,26,38.4,13.3,18.4,14.3,"£41,882"
881,4009,139271,33,14,18,32.6,11.2,15.1,17.6,"£42,851"
881,4010,139402,53,20,31,49.6,14.1,25.9,16.8,"£40,433"
881,4011,139534,125,19,34,107.8,12.7,24.2,13.7,"£39,846"
881,4013,140570,17,1,7,15.1,1.0,6.4,9.4,SUPP
881,4014,141214,106,38,41,99.5,29.1,34.9,14.8,"£41,040"
881,4015,141328,NA,NA,NA,NA,NA,NA,NA,NA
881,4016,141947,16,0,5,15.8,0.0,4.6,13.9,"£37,844"
881,4017,143422,3,6,9,3.0,6.0,7.6,41.3,SUPP
881,4018,143639,38,7,24,35.3,5.1,19.2,12.3,"£40,015"
881,4020,137937,55,25,31,51.4,19.2,24.1,15.2,"£40,972"
881,4026,139153,69,23,34,64.9,14.4,26.9,17.1,"£41,102"
881,4323,137445,NA,NA,NA,NA,NA,NA,NA,NA
881,4333,137694,NA,NA,NA,NA,NA,NA,NA,NA
881,4343,137552,67,36,42,62.9,26.4,33.7,16.8,"£39,690"
881,4390,136904,107,27,42,94.3,20.1,30.5,14.9,"£38,566"
881,4400,136729,76,21,22,70.2,19.3,19.5,14.3,"£41,414"
881,4420,137013,110,18,57,100.6,14.3,42.6,14.6,"£39,117"
881,4470,139179,75,13,25,70.2,10.1,20.6,11.8,"£41,233"
881,4471,137048,100,22,39,92.3,16.7,29.7,16.6,"£42,043"
881,4480,136863,86,17,35,79.4,12.7,30.1,18.5,"£40,346"
881,4499,115235,80,18,30,78.2,15.4,26.1,15.8,"£40,899"
881,4530,115236,59,9,25,55.0,6.3,21.7,14.6,"£38,408"
881,4680,115237,50,11,23,47.6,9.2,18.3,15.5,"£39,718"
881,4701,115238,69,19,34,64.4,13.2,28.3,17.7,"£40,826"
881,5200,115240,19,27,5,15.9,13.9,3.4,26.1,"£36,637"
881,5201,138533,24,35,21,20.2,13.2,11.6,20.2,"£37,194"
881,5202,115242,14,19,4,10.8,11.0,3.2,19.1,"£33,576"
881,5204,115244,22,23,5,21.3,13.1,3.2,20.1,SUPP
881,5205,115245,16,17,7,15.4,10.2,4.0,18.3,"£36,452"
881,5208,140506,11,8,3,8.9,4.2,1.3,24.6,"£35,919"
881,5211,137247,16,23,12,12.2,11.8,6.1,24.8,"£39,867"
881,5213,140447,23,31,7,19.1,17.0,3.9,21.7,"£37,159"
881,5215,141870,20,21,11,16.9,17.1,9.2,25.2,"£38,193"
881,5216,115256,16,27,5,14.7,13.2,3.9,21.9,"£37,814"
881,5218,137698,13,15,6,11.7,8.0,2.7,18.7,"£37,172"
881,5220,115260,11,22,6,8.6,4.5,2.2,24.8,"£37,126"
881,5221,115261,12,12,17,8.9,6.7,6.8,24.0,"£39,721"
881,5222,137029,21,12,3,18.7,7.8,2.5,22.5,"£37,044"
881,5223,137081,19,15,7,11.3,7.4,4.1,18.8,"£36,645"
881,5224,115264,13,11,7,11.0,6.1,3.7,20.5,"£38,137"
881,5226,115266,11,14,4,10.0,7.3,2.1,23.2,SUPP
881,5228,115268,27,20,11,23.3,11.7,7.8,20.0,"£36,343"
881,5229,115269,15,11,3,11.2,8.0,2.4,26.6,SUPP
881,5232,137405,17,17,4,14.7,11.6,2.9,19.9,"£33,599"
881,5233,137381,28,27,5,24.1,16.2,3.8,26.6,"£35,021"
881,5234,137056,13,20,5,10.3,10.4,2.9,20.1,"£42,059"
881,5235,137378,13,5,5,9.9,3.0,3.1,21.5,"£37,598"
881,5236,115276,18,21,5,15.6,9.8,3.4,23.1,"£38,645"
881,5238,136734,23,59,6,19.5,16.4,4.5,25.4,"£37,739"
881,5241,115281,16,22,3,13.3,10.1,2.0,22.3,"£35,831"
881,5242,115282,27,30,13,22.9,14.9,8.6,19.9,"£33,248"
881,5243,137246,14,16,4,11.4,8.7,3.0,27.7,"£39,497"
881,5246,115286,29,43,7,22.3,23.1,5.7,26.7,"£36,954"
881,5247,115287,16,10,3,14.4,6.8,2.8,22.4,"£36,188"
881,5248,115288,19,13,3,12.2,8.1,2.1,20.4,SUPP
881,5249,115289,22,13,7,15.2,6.7,3.7,20.8,"£37,124"
881,5250,138105,11,15,4,8.8,7.3,3.9,24.8,"£38,928"
881,5251,137485,18,13,6,15.4,10.0,5.8,21.4,"£35,847"
881,5252,115292,19,19,7,13.7,10.0,3.5,22.8,"£37,252"
881,5253,136977,19,8,6,15.6,5.0,4.5,23.3,"£40,826"
881,5254,137027,16,31,11,11.0,9.1,4.8,26.1,"£37,155"
881,5255,115295,19,22,4,15.6,13.6,3.9,23.8,"£36,575"
881,5257,115297,10,6,11,9.1,3.8,6.9,23.1,"£34,339"
881,5258,115298,22,39,4,18.9,19.7,2.6,22.6,SUPP
881,5259,115299,25,23,9,17.8,12.6,6.9,23.7,SUPP
881,5260,115300,11,19,7,10.2,11.0,3.8,24.2,"£35,350"
881,5261,115301,29,23,15,26.6,14.9,7.4,16.7,"£35,212"
881,5262,115302,17,20,7,11.7,7.6,3.2,18.3,"£37,848"
881,5263,136325,14,17,7,11.0,10.5,6.5,23.3,"£33,446"
881,5264,136328,21,23,7,16.7,15.7,5.3,19.9,"£36,315"
881,5265,115305,13,8,14,12.3,2.1,5.9,17.7,"£37,835"
881,5267,115307,15,11,6,11.7,8.6,2.7,22.9,"£38,857"
881,5269,115309,24,12,19,21.6,7.1,11.5,21.8,"£36,068"
881,5270,115310,11,28,5,10.6,16.2,3.4,19.0,"£35,998"
881,5271,115311,25,40,17,18.8,19.9,8.7,22.8,SUPP
881,5272,115312,21,27,7,16.4,8.7,6.3,21.2,"£38,233"
881,5274,115314,14,16,4,12.7,10.5,2.6,22.1,"£36,197"
881,5275,140747,11,25,6,9.6,14.5,3.6,23.1,"£35,598"
881,5276,114951,14,16,7,12.0,9.8,4.6,21.8,"£37,087"
881,5278,136967,18,19,6,13.7,10.6,3.7,26.5,SUPP
881,5279,115102,13,18,2,10.7,7.8,1.6,21.1,"£37,967"
881,5280,131219,21,20,4,18.2,11.8,3.7,23.1,"£37,504"
881,5402,137790,110,34,57,100.9,27.9,44.7,16.8,"£38,934"
881,5403,136577,115,19,53,105.1,15.1,45.6,19.9,"£37,137"
881,5404,137619,117,24,43,105.0,17.0,39.3,15.3,"£38,478"
881,5405,136758,92,21,38,83.4,15.0,28.0,14.1,"£39,087"
881,5406,115322,79,19,38,72.6,11.6,30.4,17.4,"£39,975"
881,5407,139181,67,19,33,64.0,14.0,28.9,15.8,"£42,056"
881,5408,136776,139,24,56,123.9,17.3,39.9,16.8,"£39,849"
881,5410,136412,71,1,33,55.5,0.1,25.0,15.7,"£39,027"
881,5411,136642,71,9,34,58.3,3.5,26.8,17.5,"£44,023"
881,5413,137241,67,14,34,60.8,12.0,27.2,17.6,"£40,620"
881,5415,136342,34,7,10,33.2,6.1,9.0,17.2,"£37,219"
881,5416,137874,97,22,34,90.3,14.9,28.1,16.2,"£39,927"
881,5418,136579,96,30,48,92.5,21.7,34.5,15.8,"£42,066"
881,5419,141498,49,15,22,47.0,13.7,20.5,19.3,"£40,050"
881,5420,140308,59,13,19,56.8,10.5,16.4,15.9,"£36,396"
881,5421,136868,113,0,0,106.8,0.0,0.0,14.8,"£36,105"
881,5422,141841,99,26,45,88.1,18.6,32.0,16.5,"£37,625"
881,5426,136625,83,18,44,70.5,15.4,28.9,16.5,"£40,666"
881,5427,136605,110,19,49,100.7,12.1,33.8,15.1,"£41,178"
881,5429,137260,78,21,42,73.7,13.5,28.9,16.2,"£39,999"
881,5432,137188,153,36,58,145.0,28.1,47.5,12.8,"£38,053"
881,5433,136875,112,2,48,105.0,1.7,40.1,16.7,"£40,545"
881,5436,138734,70,12,22,60.6,9.3,18.6,14.0,"£37,035"
881,5441,137926,92,19,39,88.6,16.3,35.4,16.1,"£40,068"
881,5442,137727,94,7,50,85.4,4.6,37.6,16.1,"£41,675"
881,5443,137814,61,5,25,54.8,3.3,18.4,16.5,"£39,742"
881,5444,138084,105,31,45,97.8,24.6,38.3,15.9,"£40,828"
881,5448,137944,62,20,32,55.6,16.9,27.2,16.0,"£38,154"
881,5453,137946,85,35,35,79.4,27.5,32.1,13.7,"£38,682"
881,5454,137515,57,4,34,51.3,3.8,28.8,18.0,"£37,347"
881,5455,137072,48,16,22,44.3,10.8,19.6,17.6,"£39,529"
881,5457,137975,78,18,41,70.2,12.9,31.9,17.4,"£38,804"
881,5458,137058,68,15,29,62.7,12.7,21.7,15.6,"£41,299"
881,5459,140982,76,29,48,72.1,19.1,38.7,17.2,"£40,432"
881,5460,137429,87,22,52,80.6,15.7,41.0,17.0,"£37,281"
881,5461,138834,59,5,32,55.9,3.8,25.7,19.2,"£41,736"
881,5462,137927,79,28,35,75.0,21.2,28.4,15.4,"£40,400"
881,5463,137240,87,22,31,78.7,18.3,25.5,16.1,"£39,247"
881,5466,115382,50,17,29,45.2,12.4,24.7,18.6,"£40,653"
881,5467,137877,75,10,41,69.4,8.6,34.7,15.5,"£41,260"
881,5468,136861,127,22,46,112.5,15.6,34.5,15.0,"£40,286"
881,5470,137945,51,9,19,50.0,6.2,16.2,15.7,"£38,776"
881,6905,135651,46,16,20,36.2,12.5,15.6,16.0,"£38,894"
881,6906,135652,88,20,39,84.5,13.8,36.2,16.3,"£47,183"
881,6907,135653,77,14,34,71.0,12.0,28.5,14.5,"£40,603"
881,6908,135895,NA,NA,NA,NA,NA,NA,NA,NA
881,6909,135897,NA,NA,NA,NA,NA,NA,NA,NA
881,6910,135957,95,55,66,89.2,40.9,58.2,15.5,SUPP
881,6911,136195,46,18,17,44.0,16.0,16.2,14.7,"£38,755"
882,2000,140672,21,26,13,17.8,19.3,10.8,23.0,"£35,403"
882,2001,142683,28,26,7,23.1,19.4,5.4,15.9,"£35,172"
882,2019,114718,25,17,11,22.3,12.7,7.1,19.3,"£34,163"
882,2022,114719,18,14,6,16.3,10.3,4.8,19.8,"£37,004"
882,2023,114720,36,41,10,27.1,23.3,6.8,23.3,"£37,864"
882,2092,143335,25,34,5,23.4,20.9,5.0,21.6,"£35,957"
882,2093,143340,21,30,22,19.9,21.6,17.3,24.2,"£32,470"
882,2094,143333,17,12,8,11.9,7.6,6.2,19.0,"£36,179"
882,2096,114774,32,44,9,27.1,25.2,6.0,23.3,"£38,184"
882,2104,143338,57,46,41,49.7,33.1,14.8,9.4,"£35,284"
882,2105,143341,NA,NA,NA,NA,NA,NA,NA,NA
882,2108,142753,37,16,5,28.0,10.7,4.6,18.4,"£37,719"
882,2109,114780,17,17,2,14.2,11.1,2.0,25.4,"£36,357"
882,2123,114786,15,15,5,12.2,7.4,2.4,21.8,"£37,445"
882,2124,114787,15,12,14,13.7,8.2,4.0,18.8,"£35,510"
882,2126,114789,24,37,13,19.8,12.6,6.5,21.1,"£35,172"
882,2127,140536,47,31,25,43.2,20.8,14.0,17.2,"£32,870"
882,2128,143339,7,7,20,6.2,5.5,6.5,29.8,"£38,943"
882,2132,114793,41,84,14,36.8,56.4,11.9,22.6,"£36,904"
882,2387,143337,35,46,23,31.8,24.8,17.9,20.8,"£35,905"
882,2407,114841,31,35,5,23.6,15.7,4.5,18.2,"£35,911"
882,3325,115145,34,26,7,30.5,18.7,5.4,18.2,"£34,161"
882,3326,115146,18,15,5,16.3,11.8,3.8,17.1,"£33,958"
882,3327,115147,17,21,5,13.3,11.5,2.8,19.6,"£35,009"
882,3328,115148,21,14,4,18.4,9.0,3.8,22.9,"£40,526"
882,3329,115149,12,10,4,8.9,5.4,3.3,23.4,"£36,726"
882,3822,133771,40,22,13,34.6,16.5,10.7,16.2,"£33,170"
882,3823,133957,23,28,9,18.6,14.6,6.3,22.8,"£33,109"
882,3824,143334,29,29,6,24.2,24.6,5.6,17.7,"£35,238"
882,3825,134860,22,18,14,19.6,13.1,10.2,21.0,"£34,669"
882,3826,134861,19,17,5,17.2,10.8,4.2,22.6,"£37,249"
882,4000,141741,90,17,40,86.2,15.6,38.4,12.6,"£38,018"
882,4001,142077,82,31,33,79.3,27.4,31.0,12.2,"£38,795"
882,4034,137733,140,39,50,129.6,29.1,39.1,13.1,"£37,310"
882,4736,132762,42,15,23,40.6,12.1,20.5,11.5,"£37,380"
882,5206,136314,40,35,9,32.7,19.9,6.7,18.0,"£36,244"
882,5225,143336,34,37,11,30.0,27.6,7.9,18.1,"£34,473"
882,5273,115313,43,40,18,38.9,31.7,15.8,16.8,"£35,794"
882,5401,136272,83,10,23,70.6,7.0,19.5,16.4,"£36,034"
882,5414,137284,52,8,14,48.7,6.9,10.5,18.1,"£43,432"
882,5423,136490,69,3,29,62.4,2.1,23.1,18.8,"£39,343"
882,5428,136444,74,1,38,64.6,0.5,26.4,17.0,"£39,362"
882,5434,138174,99,33,45,91.1,27.6,39.6,14.5,"£38,610"
882,5446,136443,71,9,32,65.7,6.2,25.2,18.3,"£41,550"
882,5447,137310,52,17,24,49.5,13.0,22.4,20.0,"£41,393"
882,5465,137312,52,11,20,47.2,8.2,18.2,18.5,"£40,140"
883,2000,138048,31,52,10,29.8,40.6,9.1,21.5,"£33,380"
883,2001,138581,38,61,17,35.1,38.7,9.8,19.5,"£35,589"
883,2002,139380,20,27,6,19.2,22.3,6.0,27.5,"£37,235"
883,2003,139382,12,12,8,11.2,8.6,6.0,18.2,"£38,263"
883,2004,139566,21,2,34,19.0,1.8,25.6,21.2,"£38,498"
883,2005,139576,25,21,15,24.0,18.6,13.6,22.5,"£33,814"
883,2006,140013,26,37,8,23.4,24.6,6.8,20.7,"£35,095"
883,2007,140832,15,17,8,15.0,13.4,6.2,23.0,"£32,873"
883,2008,140938,12,22,1,11.3,19.0,0.4,27.9,"£38,612"
883,2009,141877,35,53,13,30.7,37.6,9.6,23.3,"£33,856"
883,2011,143149,13,13,2,12.7,9.6,1.9,16.2,"£35,577"
883,2024,138334,5,4,0,5.0,4.0,0.0,SUPP,"£34,997"
883,2078,131226,25,33,14,22.0,23.5,9.6,19.9,"£37,590"
883,2137,139613,20,42,5,18.6,22.5,3.7,23.4,"£34,600"
883,2382,114836,24,20,6,23.6,13.4,5.4,18.4,"£34,594"
883,2402,114839,27,27,8,25.6,21.9,3.9,25.8,"£39,270"
883,2429,114847,15,30,5,14.8,11.3,4.6,22.2,"£35,719"
883,2439,143378,19,32,3,17.4,19.3,2.9,24.3,"£36,121"
883,2462,141897,17,29,3,16.5,13.8,2.4,25.2,"£38,681"
883,2472,139106,25,33,20,22.4,20.9,7.7,27.5,"£36,329"
883,2542,139105,35,39,8,33.2,29.6,6.2,21.3,"£35,699"
883,2592,139991,22,36,8,19.8,25.2,7.0,26.3,"£35,851"
883,2622,139104,25,41,10,24.4,31.3,8.7,18.3,"£36,204"
883,2644,138962,20,16,7,18.2,12.1,5.8,23.0,"£33,268"
883,2722,114968,21,23,6,18.4,12.7,4.2,23.2,"£35,251"
883,2824,138065,37,39,12,32.3,28.1,9.5,21.0,"£31,863"
883,2942,140720,24,29,7,22.1,19.0,5.0,19.6,"£38,351"
883,2984,141070,39,43,9,35.8,26.1,7.8,23.7,"£34,995"
883,2985,139166,24,34,5,22.2,22.5,4.4,19.3,"£34,283"
883,2987,138349,28,46,2,27.2,36.4,1.5,24.2,"£38,550"
883,3112,115092,5,7,2,4.4,4.4,1.6,20.2,"£31,138"
883,3502,115171,10,15,2,8.6,8.7,1.8,24.7,"£36,243"
883,3512,115173,12,0,2,10.8,0.0,1.5,23.7,"£38,649"
883,3522,115174,11,16,7,9.8,8.6,5.6,25.5,"£34,835"
883,3603,115180,29,39,7,28.2,20.6,4.6,22.2,"£37,292"
883,3605,115181,16,22,5,12.6,13.1,3.4,21.2,"£39,340"
883,3822,139605,12,16,7,10.3,9.0,4.8,21.1,"£37,549"
883,4000,139578,43,13,17,42.1,11.2,15.5,17.0,"£37,938"
883,4001,143424,39,5,25,36.6,4.4,21.2,13.7,"£39,269"
883,4299,136387,89,26,50,80.3,17.8,34.5,14.5,"£36,622"
883,4394,137549,81,21,24,78.9,17.5,19.9,16.2,"£42,171"
883,4733,115239,37,9,14,33.8,6.2,12.2,16.5,"£43,199"
883,5266,138735,29,27,7,27.0,15.7,5.9,17.7,"£32,636"
883,5281,115093,10,12,3,8.4,8.0,2.7,24.3,"£39,527"
883,5438,137214,83,16,36,75.5,10.9,28.8,15.9,"£39,961"
883,5439,136854,113,22,64,99.6,9.9,38.0,14.3,"£39,545"
883,5440,137456,78,50,41,70.9,34.7,32.2,15.6,"£43,395"
883,6905,133114,35,16,35,33.3,14.8,31.9,29.9,"£40,308"
883,6906,135960,34,12,13,34.0,11.1,12.3,15.9,"£38,146"
884,2001,116645,4,7,3,3.7,3.1,1.1,16.9,"£32,752"
884,2002,140183,13,16,9,10.6,9.0,6.5,21.9,"£35,161"
884,2003,140617,50,31,12,41.0,21.0,8.2,14.7,"£34,450"
884,2005,136532,9,9,4,8.2,6.7,1.1,22.7,"£35,801"
884,2011,116654,5,6,2,3.5,4.0,1.0,13.1,"£33,310"
884,2014,137624,11,7,4,8.7,4.0,2.8,16.8,SUPP
884,2024,116666,11,14,3,10.7,8.7,2.2,21.0,"£36,147"
884,2029,139608,6,6,2,4.8,2.8,1.3,21.0,"£37,517"
884,2031,116668,7,5,1,5.2,2.5,0.6,16.3,"£35,776"
884,2046,116674,5,8,2,4.6,4.7,1.1,25.7,"£36,303"
884,2053,116677,4,5,7,3.3,2.1,1.9,17.3,"£37,146"
884,2056,116679,9,8,3,7.8,5.6,2.0,24.2,"£28,300"
884,2057,116680,15,21,6,13.6,15.6,3.2,17.8,"£36,197"
884,2061,136761,35,37,27,31.3,15.3,12.7,20.8,"£37,689"
884,2063,116684,29,26,3,25.1,22.7,3.0,21.1,"£38,768"
884,2067,116685,21,14,5,17.5,11.8,4.4,20.0,"£32,114"
884,2071,116686,31,40,6,28.4,21.0,3.1,21.0,"£36,629"
884,2094,136759,3,5,3,2.6,2.0,1.2,18.1,SUPP
884,2095,137415,11,19,2,8.3,9.7,0.9,18.9,"£31,621"
884,2096,116701,11,12,3,9.0,4.3,1.9,22.7,"£38,430"
884,2098,116702,23,36,8,19.8,16.8,4.5,22.3,"£37,491"
884,2101,116705,4,4,1,3.3,1.9,0.3,18.8,"£34,232"
884,2102,138035,11,14,4,10.2,4.3,2.8,19.5,"£37,063"
884,2103,116707,8,11,8,8.0,5.8,3.0,13.4,"£34,051"
884,2104,116708,12,8,8,9.9,5.4,3.5,20.0,"£33,071"
884,2115,140526,5,9,2,4.8,2.0,1.1,13.6,"£37,850"
884,2116,116714,6,3,1,3.9,1.4,0.6,11.1,"£32,775"
884,2122,116718,9,12,3,8.4,5.2,1.2,18.0,"£34,164"
884,2138,116731,18,15,9,16.6,7.8,5.2,21.8,"£31,675"
884,2146,116734,8,7,3,5.9,2.7,1.1,13.9,"£33,119"
884,2148,116736,7,10,2,4.5,3.6,0.9,20.0,"£39,654"
884,2152,116740,3,2,1,2.7,1.1,0.8,10.7,SUPP
884,2154,136765,8,7,2,6.7,3.1,1.4,19.6,"£31,565"
884,2155,116743,13,7,3,9.0,5.0,3.0,21.8,"£35,482"
884,2157,116745,7,14,1,5.2,4.7,1.0,15.8,"£34,331"
884,2158,116746,11,13,5,9.1,5.6,2.4,16.0,"£33,316"
884,2159,136374,11,6,3,10.0,4.6,3.0,16.9,"£32,831"
884,2160,116748,3,2,2,3.0,0.9,1.3,24.7,SUPP
884,3006,116785,7,9,1,6.1,5.2,1.0,21.8,"£40,275"
884,3010,143454,5,5,1,4.2,2.9,1.0,19.8,"£39,770"
884,3015,139308,6,5,2,4.6,1.8,1.4,14.7,"£31,758"
884,3021,116795,9,5,5,6.7,3.3,1.9,16.5,"£34,428"
884,3023,116797,9,17,6,7.9,6.5,2.0,19.8,"£35,284"
884,3026,116799,12,18,2,10.8,8.0,1.1,17.1,"£36,183"
884,3035,116804,5,9,3,5.0,3.4,1.2,20.6,"£32,879"
884,3037,116805,7,6,2,5.9,1.6,1.0,14.5,"£33,702"
884,3046,116813,7,7,1,6.6,5.0,1.0,19.9,"£34,205"
884,3047,116814,11,11,2,8.8,5.0,2.0,21.4,"£36,762"
884,3055,137731,19,21,4,16.6,11.0,2.1,23.9,"£34,490"
884,3071,116828,3,5,1,3.0,4.3,0.7,34.0,SUPP
884,3078,140464,8,12,3,8.0,4.4,2.3,19.4,"£36,954"
884,3079,116833,11,15,2,8.9,6.3,1.1,21.9,"£38,500"
884,3083,116836,12,5,0,7.9,2.7,0.0,20.6,"£34,238"
884,3102,138055,7,11,3,6.4,4.8,1.0,20.5,"£34,673"
884,3304,143455,NA,NA,NA,NA,NA,NA,NA,NA
884,3305,116867,8,14,4,6.1,4.9,1.0,20.3,"£36,135"
884,3307,116869,5,7,2,4.0,2.8,1.2,20.5,"£33,418"
884,3315,116874,8,11,6,5.9,5.4,3.0,21.6,"£36,665"
884,3325,116880,9,11,2,7.3,5.5,1.5,19.8,"£34,736"
884,3330,116883,12,10,2,7.0,6.8,1.5,28.7,"£42,560"
884,3331,116884,13,15,2,9.0,7.4,2.0,22.9,"£35,898"
884,3332,116885,10,15,2,9.0,7.1,1.8,23.3,"£27,173"
884,3333,138037,15,24,4,14.3,14.8,2.4,29.8,"£40,720"
884,3341,116890,7,6,4,3.6,2.3,1.6,23.1,"£39,100"
884,3342,116891,8,10,1,6.8,5.6,1.0,22.8,"£41,317"
884,3347,116892,6,10,2,6.0,4.3,1.0,19.5,"£35,044"
884,3348,116893,7,6,2,5.7,2.7,0.9,15.7,"£36,488"
884,3349,116894,8,7,5,5.9,4.8,2.6,20.6,"£30,442"
884,3351,139313,4,5,1,3.8,2.1,1.0,14.2,"£33,660"
884,3363,116904,5,4,3,5.0,2.4,3.0,20.4,"£29,883"
884,3366,116906,5,4,1,4.7,2.8,0.9,17.5,"£34,826"
884,3367,116907,4,3,1,3.9,1.5,0.8,13.7,SUPP
884,3372,116911,7,10,5,5.2,4.3,2.4,21.5,"£37,320"
884,3378,116913,3,7,2,3.0,2.6,1.0,30.3,SUPP
884,3384,116918,6,6,1,3.7,1.9,0.9,17.1,"£37,268"
884,3385,116919,10,8,1,7.1,4.8,1.0,19.1,"£37,128"
884,3393,128077,42,37,8,34.1,23.4,7.0,15.9,"£34,675"
884,4000,139895,9,3,3,7.8,3.0,3.0,7.4,"£38,570"
884,4004,137703,22,3,8,20.0,2.3,7.7,15.9,"£36,032"
884,4014,139189,61,29,17,57.2,21.1,14.0,15.1,"£40,183"
884,4015,116936,32,14,14,27.8,9.2,12.2,13.8,"£38,171"
884,4021,137073,26,8,11,23.0,7.0,8.8,14.8,"£39,110"
884,4022,137608,23,8,7,21.5,6.3,6.1,15.7,"£34,866"
884,4027,116941,42,12,14,36.2,9.7,11.8,14.7,"£38,985"
884,4032,140868,35,13,9,29.8,7.8,6.7,16.1,"£37,568"
884,4045,116952,40,14,11,34.1,8.0,7.9,14.7,"£39,741"
884,4046,136405,36,7,11,33.3,4.6,9.1,13.6,"£38,962"
884,4058,136803,65,19,24,53.6,11.4,19.6,15.7,"£39,023"
884,4428,136399,88,20,28,77.0,13.7,25.1,17.7,"£39,238"
884,4600,116991,63,50,26,59.3,19.5,21.6,18.6,"£40,603"
884,4601,116992,46,14,13,42.9,9.3,12.0,17.5,"£39,110"
884,6008,139241,7,4,1,4.0,2.7,1.0,13.0,"£31,142"
884,6905,135662,57,28,28,54.5,18.7,24.9,12.6,"£38,701"
884,6906,135672,37,18,14,29.0,9.8,9.4,11.2,"£25,785"
885,2000,139001,26,34,6,24.1,21.7,5.3,16.8,"£31,835"
885,2001,139825,14,32,2,11.5,10.6,2.0,20.6,"£37,018"
885,2002,116646,14,30,5,13.8,15.4,3.4,22.9,"£36,878"
885,2005,140041,26,27,4,24.6,17.1,3.9,21.2,"£33,665"
885,2006,116650,6,10,2,5.0,3.9,1.1,21.2,"£36,038"
885,2007,116651,14,19,2,11.9,9.0,1.2,20.5,"£37,142"
885,2008,116652,8,9,1,6.2,4.0,0.8,16.1,"£37,726"
885,2010,141246,14,15,12,13.0,12.4,6.2,21.5,"£34,768"
885,2012,116655,4,3,1,3.7,2.1,0.8,13.1,"£39,763"
885,2013,116656,8,10,1,6.3,5.0,1.0,14.8,"£34,026"
885,2015,116658,13,24,3,12.2,13.0,2.4,20.8,"£36,091"
885,2016,116659,30,47,4,25.7,25.1,2.1,18.7,"£37,593"
885,2017,116660,15,39,4,13.0,10.4,2.2,23.0,"£38,796"
885,2018,116661,10,12,1,7.7,5.4,0.5,19.5,"£35,037"
885,2019,116662,17,30,2,14.3,17.2,2.0,22.3,"£38,219"
885,2020,116663,13,27,5,12.6,11.4,1.7,20.5,"£34,988"
885,2021,116664,18,18,4,14.8,15.5,2.3,21.6,"£36,635"
885,2022,116665,8,16,6,6.9,6.7,1.8,19.6,"£35,813"
885,2032,116669,6,6,1,5.0,3.1,0.7,13.3,"£35,873"
885,2034,116670,4,5,1,4.0,3.3,1.0,17.5,"£38,761"
885,2035,116671,17,22,2,14.9,16.0,2.0,17.3,"£36,189"
885,2036,116672,20,49,5,16.6,14.2,2.7,22.7,"£37,067"
885,2041,116673,19,27,4,16.8,13.8,2.8,21.5,"£35,341"
885,2047,116675,7,7,2,6.0,3.0,1.2,19.4,"£37,685"
885,2055,116678,31,51,9,26.9,20.1,5.7,23.4,"£36,521"
885,2078,139749,8,14,2,7.4,7.8,1.7,18.5,"£35,637"
885,2079,116689,9,7,2,7.6,4.0,1.1,15.8,"£35,735"
885,2080,116690,13,25,2,11.4,9.3,1.6,24.7,"£33,511"
885,2105,136984,25,20,3,19.9,11.6,2.9,16.8,"£38,911"
885,2118,116715,4,4,2,2.6,1.8,0.7,11.2,"£32,302"
885,2119,116716,10,13,2,7.1,7.7,1.4,23.3,"£35,086"
885,2121,116717,8,15,3,7.5,10.6,1.4,18.8,"£31,435"
885,2127,140258,17,25,3,13.2,12.6,2.1,22.9,"£37,434"
885,2128,116721,20,36,4,17.0,19.4,2.6,16.9,"£35,867"
885,2131,116724,15,20,3,14.4,12.3,2.6,18.0,"£36,191"
885,2134,137960,20,29,7,18.5,12.0,3.4,24.2,"£35,597"
885,2135,138026,18,26,3,16.6,14.6,2.4,19.5,"£37,676"
885,2136,116729,15,20,3,14.2,11.9,2.3,20.6,"£35,045"
885,2137,116730,18,28,3,16.4,18.0,2.8,18.4,"£38,388"
885,2141,116733,11,14,2,10.3,9.0,1.5,20.6,"£38,819"
885,2147,116735,9,11,2,6.5,4.4,1.2,22.1,"£38,451"
885,2153,136983,10,10,3,7.0,3.4,1.3,12.2,"£34,956"
885,2156,116744,8,13,2,6.7,5.7,1.4,21.3,"£36,659"
885,2161,116749,36,32,3,31.8,20.3,2.5,19.8,"£37,659"
885,2162,143394,29,46,3,23.9,22.7,2.8,18.1,"£36,915"
885,2163,116751,18,29,4,14.2,12.3,2.6,17.6,"£34,659"
