LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
881,2018,132165,20,28,6,18.7,16.3,4.8,22.3,"£35,084"
881,2020,134065,27,58,10,19.2,21.1,4.8,22.8,"£36,298"
881,2022,138575,35,73,27,31.5,54.4,21.6,23.8,"£35,807"
881,2023,138604,14,13,3,12.7,7.6,2.9,19.1,"£38,873"
881,2024,138404,18,22,4,17.1,16.5,3.3,17.8,SUPP
881,2025,138911,20,21,5,17.9,13.8,4.7,25.1,"£34,451"
881,2026,142685,22,29,11,20.3,20.9,7.8,22.5,"£32,494"
881,2027,114722,19,31,10,15.6,23.4,7.2,24.0,"£35,999"
881,2028,114723,10,17,4,9.8,14.2,3.7,21.8,"£34,141"
881,2030,138994,10,3,13,9.6,2.3,8.8,24.8,"£39,551"
881,2031,138996,16,15,6,14.6,13.0,4.6,13.5,"£36,740"
881,2032,139252,6,6,3,4.2,3.1,1.7,18.8,"£34,718"
881,2033,139398,17,15,5,16.2,10.0,3.7,22.9,SUPP
881,2034,114726,9,11,2,6.4,7.0,1.4,20.5,"£36,349"
881,2035,139399,7,6,0,7.0,4.3,0.0,29.4,"£34,779"
881,2036,114727,9,11,4,6.9,5.0,2.0,20.0,SUPP
881,2037,114728,9,6,6,6.2,1.9,3.9,29.4,"£38,324"
881,2038,114729,10,20,6,7.5,11.5,3.8,22.8,"£37,604"
881,2039,114730,8,8,2,7.4,3.4,1.6,14.3,"£39,732"
881,2041,114732,13,20,3,11.8,14.7,2.3,25.8,"£35,960"
881,2042,114733,9,9,3,8.2,5.7,2.3,20.7,"£35,251"
881,2043,114734,11,10,2,8.6,5.0,1.4,15.2,"£40,483"
881,2044,114735,8,10,2,6.4,4.5,1.3,16.2,"£34,681"
881,2045,114736,10,15,11,7.4,4.7,6.0,29.1,"£39,027"
881,2046,139577,10,24,4,8.5,13.3,1.9,24.1,"£40,519"
881,2050,114738,8,8,7,5.9,4.7,4.0,23.6,"£32,032"
881,2051,114739,5,7,2,5.0,5.4,1.4,22.2,"£34,479"
881,2053,140735,13,32,8,11.8,17.6,5.5,23.8,"£35,864"
881,2054,114742,17,29,6,14.2,13.6,4.4,21.1,SUPP
881,2055,114743,16,15,3,11.3,7.8,2.4,22.6,"£37,528"
881,2056,114744,12,12,3,8.9,6.1,1.7,20.1,"£37,263"
881,2057,114745,15,11,3,12.4,5.1,2.4,18.4,"£39,432"
881,2058,114746,13,13,12,10.1,6.7,8.2,20.0,"£38,887"
881,2059,114747,19,35,4,17.2,13.3,3.2,19.4,"£34,686"
881,2060,139583,19,21,4,15.1,12.5,3.8,21.0,"£34,749"
881,2062,114750,18,19,7,12.4,9.2,4.4,21.0,"£39,016"
881,2063,114751,15,24,10,13.9,11.3,7.8,21.3,"£35,022"
881,2064,114752,13,14,6,9.5,6.3,3.5,22.4,"£42,364"
881,2067,139641,15,12,15,14.0,9.6,11.6,26.4,"£36,858"
881,2068,114755,15,14,5,12.8,9.7,3.9,24.2,"£38,059"
881,2069,114756,11,10,10,7.9,6.5,5.5,22.2,"£36,324"
881,2072,114758,16,25,6,13.8,14.4,3.2,26.9,"£39,563"
881,2073,114759,15,4,20,11.0,2.0,10.3,21.3,"£36,118"
881,2074,114760,10,11,5,8.4,6.3,3.0,20.2,"£35,822"
881,2075,114761,27,18,13,21.0,11.2,6.0,20.0,"£38,071"
881,2079,139802,NA,NA,NA,NA,NA,NA,NA,NA
881,2080,138028,36,37,7,30.5,24.2,5.6,16.7,"£34,787"
881,2081,114764,19,30,8,16.8,15.6,5.3,22.0,"£34,145"
881,2082,131209,23,21,4,21.6,13.7,2.6,23.0,"£32,759"
881,2083,143204,14,25,6,13.3,17.4,4.4,29.4,"£36,925"
881,2084,139806,8,4,2,7.8,3.0,1.5,26.7,"£38,223"
881,2085,139808,7,9,6,6.4,6.7,4.2,37.7,"£43,988"
881,2088,114767,7,9,2,5.5,5.0,1.7,19.4,"£37,582"
881,2090,114769,16,18,23,12.8,5.3,8.6,24.9,"£37,083"
881,2091,139917,11,13,7,9.6,8.6,4.2,20.9,"£39,553"
881,2092,139950,NA,NA,NA,NA,NA,NA,NA,NA
881,2093,140019,20,16,2,20.0,10.7,1.7,21.9,"£34,037"
881,2094,140024,23,9,3,21.7,5.2,2.5,21.6,"£28,652"
881,2095,140180,10,14,6,7.6,7.7,3.4,22.6,"£32,982"
881,2096,140181,10,10,7,9.9,4.8,3.6,21.9,"£37,370"
881,2097,140367,14,13,5,12.1,9.4,3.6,20.2,"£38,295"
881,2098,140375,9,17,4,7.4,7.1,2.5,26.9,"£34,315"
881,2099,140380,6,4,1,5.2,2.4,0.8,20.4,"£36,903"
881,2100,140396,10,9,2,8.9,6.7,2.0,18.5,"£36,706"
881,2103,140666,16,13,8,15.2,8.3,3.6,23.5,"£35,758"
881,2104,140668,14,18,3,12.1,14.4,2.4,18.0,"£37,642"
881,2105,140828,12,9,10,11.2,7.3,8.0,22.5,"£38,275"
881,2106,140844,8,3,3,8.0,2.0,1.8,18.3,"£35,059"
881,2107,141113,24,24,9,19.2,16.7,7.4,20.2,SUPP
881,2108,141170,12,14,6,11.4,11.2,3.6,24.9,"£34,805"
881,2109,141182,10,7,5,8.0,4.8,3.3,25.4,"£33,386"
881,2110,141194,12,10,5,7.7,6.8,3.2,23.4,"£40,244"
881,2111,141195,11,14,11,10.2,9.9,5.2,21.0,"£38,765"
881,2113,141326,8,15,4,8.0,10.6,3.4,41.4,"£30,234"
881,2114,141355,8,15,5,8.0,10.3,4.6,25.9,"£38,080"
881,2115,141379,15,12,3,14.1,8.8,2.7,18.1,"£38,627"
881,2116,141380,17,12,3,16.8,9.5,2.8,18.2,"£38,268"
881,2117,141381,11,10,8,9.9,6.9,7.3,22.8,"£32,262"
881,2118,141511,5,12,0,4.4,5.6,0.0,22.3,"£36,039"
881,2119,141656,6,3,3,6.0,2.6,2.6,9.3,"£40,503"
881,2121,141657,14,18,2,10.0,12.8,1.9,20.2,"£37,043"
881,2123,141658,5,3,1,4.6,2.4,0.5,15.0,"£38,791"
881,2124,141681,6,2,2,4.3,1.3,2.0,15.1,"£37,920"
881,2125,141869,12,15,4,10.8,6.0,2.1,21.1,"£36,131"
881,2126,142813,19,22,5,17.3,13.4,4.9,21.7,"£35,339"
881,2127,141885,24,39,10,22.0,21.7,6.8,19.3,"£34,883"
881,2128,141950,5,3,2,4.9,3.0,2.0,15.2,"£43,037"
881,2129,142000,18,25,14,16.8,16.4,9.3,25.6,"£33,646"
881,2130,114792,20,29,4,17.7,11.7,3.0,23.4,"£38,146"
881,2131,142001,14,21,4,13.2,14.1,3.2,15.5,"£31,467"
881,2132,142002,7,13,7,7.0,7.9,4.8,25.3,"£35,889"
881,2133,142049,15,16,13,15.0,9.0,6.8,26.1,"£32,737"
881,2134,114794,17,25,5,14.2,17.8,4.3,21.8,"£34,789"
881,2135,142771,NA,NA,NA,NA,NA,NA,NA,NA
881,2136,141625,10,13,5,9.4,5.7,1.9,27.3,"£36,246"
881,2137,142775,16,20,6,14.2,12.0,4.4,21.5,"£36,329"
881,2139,143121,19,29,4,16.0,22.1,3.2,19.5,"£36,611"
881,2143,143123,12,11,5,11.1,8.6,4.1,18.8,"£38,149"
881,2144,143124,11,15,2,10.6,9.5,1.8,17.1,"£37,051"
881,2145,143125,27,50,9,24.8,27.6,8.3,22.6,"£35,001"
881,2146,143126,25,43,8,23.6,24.7,7.5,23.4,"£33,895"
881,2147,143127,11,12,6,9.4,9.0,4.8,22.7,"£39,235"
881,2148,143128,23,33,10,20.5,24.3,8.7,22.7,"£33,261"
881,2149,143516,20,27,4,18.0,23.0,3.7,22.7,"£34,921"
881,2180,137971,26,29,7,22.8,18.5,5.6,25.8,"£35,963"
881,2181,114801,11,18,4,9.8,7.9,2.8,26.5,"£41,945"
881,2191,114802,10,6,5,8.4,3.0,3.4,16.8,"£37,319"
881,2200,136855,17,21,5,13.0,12.7,3.1,24.4,"£34,890"
881,2210,114805,16,15,4,14.8,12.1,3.0,19.8,"£36,235"
881,2230,114806,16,24,5,14.8,17.1,3.9,18.1,"£33,688"
881,2231,114807,12,19,3,11.2,14.3,2.8,27.4,"£34,804"
881,2250,114809,14,0,24,10.3,0.0,12.5,22.0,"£35,077"
881,2251,114810,6,4,3,4.2,3.3,2.2,10.6,"£37,944"
881,2261,114811,6,10,2,5.1,5.1,2.0,22.7,"£34,564"
881,2271,114813,18,23,5,16.0,8.4,3.2,24.1,"£39,574"
881,2281,114814,11,8,4,8.3,5.2,2.2,21.8,"£40,456"
881,2297,114817,11,19,6,10.3,12.7,4.5,21.5,"£36,516"
881,2300,114818,37,32,11,32.0,22.5,7.8,17.4,"£35,057"
881,2310,114821,20,11,4,17.6,7.8,3.0,23.1,"£36,068"
881,2311,114822,11,22,5,10.6,16.1,4.9,22.6,"£37,532"
881,2317,114823,14,9,10,9.5,3.9,5.4,22.1,"£37,522"
881,2323,114825,5,6,1,3.9,4.5,0.5,19.2,"£33,819"
881,2330,114827,14,17,10,12.6,11.4,5.3,21.3,"£37,656"
881,2350,114828,17,34,4,12.2,18.3,3.7,24.2,"£36,391"
881,2361,114830,9,22,4,7.5,5.2,2.0,18.8,"£36,123"
881,2370,114832,9,14,2,6.4,6.6,0.7,22.5,"£35,406"
881,2374,114834,18,27,11,15.4,17.0,8.6,22.4,"£32,259"
881,2380,114835,9,11,2,6.4,6.0,1.2,18.0,"£37,130"
881,2410,114842,17,13,7,14.3,7.4,3.5,18.1,"£35,391"
881,2414,114843,12,35,4,11.2,13.1,3.6,20.5,"£40,719"
881,2420,114844,6,6,7,5.6,3.9,3.9,NA,"£37,065"
881,2424,139462,21,28,6,17.1,18.5,4.3,24.7,"£36,604"
881,2450,114852,14,11,5,10.7,6.0,4.0,20.9,"£33,578"
881,2460,114856,6,13,4,6.0,6.9,1.4,21.8,"£38,659"
881,2473,114861,17,10,7,14.7,6.9,4.2,17.4,"£34,497"
881,2481,114863,10,20,4,8.8,12.9,3.1,23.0,"£37,903"
881,2483,114864,13,25,4,11.7,11.9,2.2,20.9,"£35,880"
881,2500,114869,4,4,3,3.2,2.3,2.0,12.2,"£37,168"
881,2503,114872,25,30,5,22.2,14.9,4.1,18.8,"£35,670"
881,2510,114875,13,12,8,11.8,6.7,3.5,21.7,"£36,668"
881,2520,141714,13,8,3,10.0,3.6,2.7,21.0,"£37,486"
881,2521,114879,14,16,2,10.7,8.2,1.6,20.0,"£37,826"
881,2529,114882,13,29,4,9.4,10.3,1.8,19.1,"£37,931"
881,2541,114884,11,16,4,7.9,5.8,2.6,23.3,"£38,655"
881,2548,114886,12,17,5,10.0,8.3,2.4,22.7,"£37,586"
881,2549,114887,9,22,5,7.5,8.1,2.2,23.9,"£37,601"
881,2550,114888,11,18,4,9.0,9.9,2.3,14.1,SUPP
881,2551,114889,23,33,4,19.5,19.1,3.3,23.0,"£36,801"
881,2559,141573,19,20,4,16.8,10.6,3.6,21.0,"£37,347"
881,2568,114894,14,8,2,12.3,5.5,2.0,16.5,"£33,278"
881,2569,114895,16,44,10,14.2,16.0,5.2,20.5,"£37,068"
881,2578,137108,41,27,33,36.2,18.3,25.8,21.4,"£33,019"
881,2579,114898,9,13,5,8.2,4.2,2.4,24.9,"£41,244"
881,2581,114899,24,24,10,19.8,20.4,8.3,21.1,"£34,461"
881,2588,114902,25,10,8,18.1,5.9,5.5,22.7,"£36,061"
881,2589,114903,13,20,4,10.6,8.5,3.2,28.0,"£31,071"
881,2590,114904,10,4,5,7.6,1.7,2.8,19.6,"£37,257"
881,2598,137226,22,21,17,18.0,13.9,9.6,23.4,"£38,653"
881,2599,114909,9,9,4,6.6,4.5,1.6,20.1,"£37,555"
881,2601,114910,16,13,3,13.1,6.1,2.5,20.6,"£34,637"
881,2606,114912,38,28,6,34.1,17.0,5.0,18.3,"£35,184"
881,2609,114913,12,5,4,9.5,2.5,2.9,28.3,"£37,098"
881,2611,114914,14,23,4,12.6,11.6,2.8,18.0,"£37,406"
881,2619,114917,11,19,10,8.2,5.6,4.8,22.1,"£37,190"
881,2620,140744,12,22,4,9.7,8.5,2.9,21.8,"£42,760"
881,2621,114919,12,20,4,10.6,13.0,2.6,18.3,"£37,684"
881,2624,114921,9,10,2,7.3,6.3,2.0,16.9,"£36,499"
881,2625,114922,12,24,6,11.0,14.3,3.4,20.8,"£36,595"
881,2629,114924,12,12,3,9.6,6.0,2.1,18.6,"£36,289"
881,2630,114925,12,20,6,9.6,7.7,2.6,21.0,"£35,003"
881,2640,114929,8,7,2,7.8,4.1,1.6,21.2,"£36,999"
881,2647,114932,9,6,3,9.0,2.8,2.1,19.3,"£37,092"
881,2649,114933,21,42,6,18.0,12.8,3.0,23.1,"£36,689"
881,2655,114935,17,28,3,17.0,15.6,3.0,23.9,"£35,804"
881,2656,114936,19,16,4,15.1,6.7,3.2,19.6,"£33,189"
881,2659,114937,15,16,4,12.1,6.8,2.8,19.0,"£34,547"
881,2660,114938,8,13,3,6.6,6.3,1.6,23.0,"£42,383"
881,2665,114939,23,27,4,20.3,20.4,3.5,19.6,"£35,685"
881,2666,141715,4,6,1,3.0,4.2,0.4,30.5,SUPP
881,2669,114941,18,27,10,15.8,12.1,5.3,19.8,"£36,578"
881,2671,114942,10,15,3,8.8,7.5,1.9,22.5,"£39,569"
881,2679,114944,15,22,4,13.2,13.9,2.9,20.2,"£36,673"
881,2680,114945,11,20,4,9.0,6.8,2.7,19.9,"£33,815"
881,2681,114946,12,10,9,11.1,7.0,4.9,21.3,"£34,381"
881,2685,114948,9,12,6,8.2,5.5,3.9,25.6,"£36,084"
881,2687,141572,18,17,5,13.6,7.4,2.8,18.5,"£37,994"
881,2690,114952,11,12,4,9.7,8.8,3.3,22.5,"£35,777"
881,2696,137220,15,9,14,10.3,3.8,9.0,20.4,"£38,327"
881,2699,139871,21,22,6,19.3,12.0,4.5,15.9,"£32,502"
881,2700,114958,10,9,8,8.0,7.2,5.9,24.6,"£39,345"
881,2707,114962,13,10,3,11.3,7.4,2.5,14.5,"£38,369"
881,2710,114964,9,9,4,5.9,5.4,1.6,15.8,SUPP
881,2717,141574,12,9,4,9.5,5.8,2.2,19.0,SUPP
881,2720,114967,9,16,4,8.0,4.1,2.7,20.8,"£40,681"
881,2729,114969,10,11,2,7.4,6.8,1.3,22.3,"£37,055"
881,2730,114970,6,5,2,4.6,3.9,1.6,22.0,"£37,998"
881,2733,114972,12,20,5,11.1,7.0,2.6,25.4,"£37,384"
881,2737,114974,10,8,2,7.8,4.0,1.6,21.3,"£39,530"
881,2740,114975,12,17,4,9.7,10.1,2.2,20.5,"£38,601"
881,2747,114978,13,3,28,12.2,2.0,18.7,19.6,"£37,871"
881,2750,114979,7,9,1,5.7,4.8,1.0,18.4,SUPP
881,2751,114980,10,12,2,7.6,7.0,1.9,23.7,"£38,492"
881,2757,114983,9,15,3,8.0,10.1,1.6,21.3,"£42,173"
881,2759,114984,19,29,6,16.3,13.6,4.5,21.8,"£36,407"
881,2760,114985,9,7,5,8.0,4.4,3.2,22.0,"£37,476"
881,2767,114988,32,42,8,27.7,18.0,6.0,21.5,"£36,879"
881,2769,114989,15,19,10,13.7,9.1,6.6,21.1,"£37,878"
881,2770,114990,5,4,1,5.0,2.8,1.0,13.0,"£30,536"
881,2779,114992,17,23,3,11.7,6.9,2.0,21.9,"£37,378"
881,2781,114993,32,39,12,29.9,27.0,8.2,21.0,"£37,401"
881,2785,141304,21,45,10,18.8,18.9,7.5,21.0,"£36,248"
881,2789,114996,18,13,6,10.0,5.2,3.1,21.1,"£37,717"
881,2798,114999,22,35,5,19.1,22.9,3.5,22.0,"£35,538"
881,2799,115000,13,8,3,9.9,5.5,1.6,19.4,"£35,579"
881,2811,137631,15,5,7,14.0,3.7,2.6,25.6,"£37,755"
881,2821,115012,21,23,13,16.7,11.8,4.4,25.3,"£38,150"
881,2823,115013,15,14,8,12.8,8.9,3.0,23.8,"£37,669"
881,2833,115016,20,20,8,17.8,14.7,6.0,21.3,SUPP
881,2838,115018,13,19,3,11.6,9.9,1.8,19.6,"£33,867"
881,2839,115019,20,23,5,17.2,10.0,4.0,20.8,"£37,411"
881,2840,115020,9,9,1,7.2,5.9,1.0,16.3,"£34,173"
881,2850,137607,21,28,7,18.4,17.6,3.4,24.5,"£37,176"
881,2853,115023,18,32,5,17.6,17.6,3.1,23.1,"£33,106"
881,2873,115026,18,17,6,13.1,11.0,3.8,23.9,"£36,690"
881,2879,115027,27,71,6,23.6,23.3,4.5,23.1,"£36,351"
881,2880,115028,18,26,8,17.5,15.6,4.6,22.5,"£32,391"
881,2891,137245,21,20,8,15.2,9.8,3.6,21.4,"£37,308"
881,2901,137054,13,21,7,12.4,13.3,3.6,20.6,"£39,073"
881,2911,115039,12,28,3,8.6,14.7,2.1,24.0,"£37,439"
881,2915,137030,11,18,9,9.6,7.0,5.6,23.8,"£41,882"
881,2918,115041,15,17,7,11.0,9.2,3.9,19.3,"£36,515"
881,2919,115042,11,16,13,9.4,9.3,3.8,22.6,"£39,077"
881,2928,115044,15,13,9,13.1,6.1,4.5,20.5,"£36,753"
881,2950,115047,12,19,3,10.6,7.0,2.5,22.4,"£34,264"
881,2971,137395,15,25,6,12.2,10.3,4.6,22.1,"£38,268"
881,2973,115052,20,22,7,18.7,11.9,4.9,21.5,"£33,309"
881,2981,115054,16,15,8,13.5,11.5,4.9,25.4,"£36,838"
881,2983,115056,12,21,3,10.4,13.4,2.2,18.7,SUPP
881,2994,142254,16,20,9,13.0,10.7,5.5,21.1,"£38,071"
881,2998,115062,24,39,19,21.2,13.2,10.6,19.8,"£34,642"
881,2999,139543,24,38,9,19.4,17.0,5.7,22.8,"£34,556"
881,3001,115064,14,18,2,10.0,9.9,1.9,21.0,"£36,828"
881,3003,115065,11,15,9,8.6,7.1,5.6,28.3,"£38,343"
881,3006,115066,16,11,4,12.2,6.8,2.8,21.1,"£35,855"
881,3008,115067,5,3,5,3.6,1.5,1.9,12.2,"£40,442"
881,3009,115068,5,12,1,4.8,6.0,0.9,19.7,"£38,010"
881,3010,115069,10,8,6,6.7,4.4,3.7,22.4,"£34,591"
881,3013,115070,12,15,9,9.4,5.9,5.4,22.3,"£38,591"
881,3015,115071,6,4,3,5.2,1.9,1.5,14.1,"£35,274"
881,3018,115072,10,12,4,9.4,7.9,3.3,20.0,"£36,427"
881,3019,115073,8,8,2,5.3,3.4,1.3,18.5,SUPP
881,3020,115074,12,14,5,9.8,6.5,2.8,21.6,"£45,103"
881,3021,115075,8,5,2,5.6,1.6,1.4,22.5,"£38,562"
881,3022,115076,11,11,6,9.5,6.9,2.7,21.4,"£34,900"
881,3023,115077,9,19,3,8.0,8.6,1.9,23.8,"£38,687"
881,3024,115078,7,13,2,5.3,6.1,1.5,25.7,"£37,361"
881,3025,115079,4,7,2,2.6,3.3,1.1,19.6,SUPP
881,3026,115080,13,11,2,9.6,7.8,1.9,22.0,"£38,333"
881,3027,115081,8,10,3,8.0,4.5,2.3,23.6,"£38,628"
881,3028,115082,21,32,8,15.6,12.7,5.3,19.2,"£35,892"
881,3029,115083,18,19,5,16.6,11.0,3.2,24.5,"£38,829"
881,3030,115084,7,10,2,6.0,7.3,1.4,19.3,SUPP
881,3032,115085,9,8,3,6.4,4.6,1.4,18.3,"£39,350"
881,3040,115088,10,15,4,8.1,8.8,2.6,26.0,"£36,750"
881,3101,137744,11,15,4,9.9,8.1,3.7,13.3,"£34,624"
881,3102,115090,7,6,3,6.4,2.8,2.2,22.3,"£32,029"
881,3103,115091,5,13,4,5.0,5.3,3.0,21.8,"£35,885"
881,3122,115094,24,31,5,21.8,17.1,3.3,19.0,"£33,496"
881,3123,115095,11,10,2,10.0,6.1,2.0,21.3,"£37,012"
881,3124,115096,6,11,3,5.5,4.1,1.6,19.4,"£40,192"
881,3125,115097,9,8,4,8.0,6.0,3.1,22.6,"£40,531"
881,3128,115098,12,13,3,8.5,8.9,2.0,24.8,"£41,447"
881,3131,115099,6,9,3,5.2,5.5,1.8,20.6,"£36,827"
881,3132,115100,11,53,5,9.9,18.6,2.8,23.6,"£37,927"
881,3133,115101,12,24,5,8.8,11.0,3.8,23.2,"£38,592"
881,3201,115103,21,28,4,16.8,13.3,3.3,19.6,"£34,943"
881,3205,115105,6,4,3,5.2,2.0,1.0,18.3,"£37,660"
881,3207,115106,9,13,2,7.6,6.0,2.0,20.1,"£38,431"
881,3208,115107,4,3,3,3.6,2.3,1.6,15.6,SUPP
881,3209,115108,20,23,3,14.8,11.1,2.1,21.3,"£37,982"
881,3211,139360,20,21,4,19.2,11.0,3.6,20.5,"£35,474"
881,3212,115110,7,4,5,5.2,2.3,2.8,17.3,"£37,750"
881,3213,115111,7,11,4,5.4,6.5,2.0,20.4,"£37,560"
881,3214,115112,14,19,5,11.2,8.6,2.1,20.5,"£35,767"
881,3215,115113,9,6,6,5.7,2.3,2.2,20.3,"£36,158"
881,3217,115114,11,11,4,7.7,5.0,2.4,20.4,"£37,125"
881,3218,115115,5,3,4,4.2,1.3,2.4,16.5,"£41,424"
881,3220,115116,5,4,2,4.2,2.3,1.6,18.1,"£36,784"
881,3221,115117,6,6,2,5.2,3.8,1.5,19.0,"£36,649"
881,3222,115118,6,8,5,5.0,4.4,1.2,19.6,"£38,864"
881,3224,115119,15,19,7,12.2,6.8,3.3,19.2,"£41,196"
881,3225,115120,11,6,2,7.8,3.9,1.9,26.2,"£40,308"
881,3230,142252,5,6,2,4.2,4.1,1.7,24.6,"£41,582"
881,3232,115122,8,12,4,6.4,3.8,2.5,18.7,"£34,622"
881,3235,115123,7,7,4,5.8,3.7,2.6,17.4,"£39,169"
881,3237,115124,12,12,2,9.6,7.2,1.6,23.2,"£35,716"
881,3238,115125,10,7,2,6.8,3.7,1.4,17.4,"£37,474"
881,3239,115126,5,8,2,5.0,3.0,1.2,18.6,"£36,632"
881,3241,115127,9,9,2,7.4,5.3,1.4,15.1,SUPP
881,3243,115128,10,9,2,8.4,5.2,1.3,NA,"£35,924"
881,3244,115129,14,9,2,10.8,7.0,1.9,20.1,"£34,241"
881,3247,115130,9,8,2,5.4,4.9,1.8,18.1,SUPP
881,3250,142253,26,56,18,24.0,18.2,7.5,23.6,"£36,895"
881,3251,132234,11,12,5,9.3,6.8,2.5,20.9,"£35,767"
881,3252,143205,27,39,12,23.6,26.1,10.2,23.6,"£37,648"
881,3253,132833,23,34,8,21.1,25.9,5.5,20.3,"£35,568"
881,3254,133255,22,40,10,19.0,21.0,7.6,23.5,"£40,923"
881,3255,143203,20,27,4,19.0,21.2,3.6,21.8,"£37,583"
881,3256,133254,13,24,8,12.3,10.2,3.5,21.6,"£34,910"
881,3257,133312,20,21,13,15.5,10.3,8.7,20.9,"£35,385"
881,3302,115132,7,9,3,5.5,4.5,1.8,20.2,"£36,489"
881,3303,115133,15,19,3,9.6,9.9,2.2,23.6,"£35,507"
881,3304,115134,7,2,1,5.7,1.6,0.9,15.8,"£36,092"
881,3305,115135,6,8,2,5.1,4.5,1.5,21.2,"£38,967"
881,3308,115137,6,7,2,4.6,3.2,1.1,14.9,"£37,399"
881,3309,115138,8,6,2,5.8,4.3,1.2,25.5,"£38,800"
881,3310,115139,7,10,3,5.5,5.5,1.3,17.0,"£39,415"
881,3314,115141,7,9,2,5.1,4.8,1.4,15.2,"£39,982"
881,3319,115142,8,3,5,5.6,1.4,3.4,16.4,"£32,765"
881,3321,138311,10,14,4,8.0,9.1,3.2,27.4,"£33,739"
881,3324,115144,13,19,3,9.6,8.9,2.0,21.2,"£38,124"
881,3401,143453,10,16,3,9.2,7.0,2.4,21.1,"£38,844"
881,3402,115151,13,16,3,10.7,6.9,1.8,19.5,"£38,014"
881,3411,115152,12,12,4,9.1,6.9,3.2,23.0,"£38,386"
881,3422,115154,15,9,7,11.1,5.7,3.4,19.2,"£36,857"
881,3430,115155,12,16,3,9.1,8.3,2.4,22.9,"£32,777"
881,3431,115156,10,14,3,9.6,9.2,2.1,25.8,"£40,917"
881,3440,115157,23,26,5,19.7,14.7,3.2,21.4,"£36,369"
881,3441,115158,12,10,19,10.4,4.4,8.8,21.0,"£38,069"
881,3450,115159,15,31,2,10.2,7.4,1.1,19.8,"£38,717"
881,3451,115160,11,10,13,9.2,6.2,8.6,19.6,"£38,194"
881,3452,139763,20,22,9,18.0,9.3,5.0,23.3,"£38,578"
881,3460,137544,6,13,2,5.4,6.6,1.6,19.6,"£38,337"
881,3461,115163,18,22,4,15.3,10.3,3.1,26.9,"£38,246"
881,3462,115164,21,27,7,15.6,10.8,2.9,21.6,"£39,320"
881,3467,115165,12,16,3,9.2,8.0,1.9,23.1,"£39,588"
881,3470,115166,6,10,3,5.2,6.2,1.9,18.1,"£36,979"
881,3471,115167,21,23,6,17.2,12.1,3.9,24.4,"£36,414"
881,3501,115170,11,12,4,8.6,6.6,2.5,23.3,SUPP
881,3530,115175,13,10,4,8.8,4.6,2.7,19.7,"£36,805"
881,3560,115176,7,5,4,4.4,2.8,2.5,11.7,"£35,606"
881,3570,115177,9,14,2,7.2,7.6,1.3,21.4,SUPP
881,3580,115178,7,17,3,6.0,4.2,1.0,18.0,"£39,216"
881,3592,115179,22,15,3,15.1,7.5,2.1,20.5,"£39,757"
881,3610,115182,10,8,0,7.8,5.2,0.0,21.0,"£37,135"
881,3612,115183,10,12,1,8.9,5.8,1.0,23.7,"£38,940"
881,3622,115184,13,18,3,10.7,10.5,2.2,21.1,"£39,002"
881,3660,115187,4,6,3,3.6,4.2,2.1,22.2,SUPP
881,3670,115188,10,6,2,8.3,4.1,1.6,22.3,"£31,276"
881,3700,115189,6,4,2,3.6,2.2,0.9,11.0,"£37,476"
881,3710,137516,14,13,3,11.1,6.1,2.0,18.0,"£33,793"
881,3730,115191,9,10,4,7.0,5.0,2.9,17.5,SUPP
881,3770,115192,10,21,4,9.1,10.1,3.2,22.9,"£39,140"
881,3780,115193,17,4,5,7.3,2.4,2.4,24.1,"£37,959"
881,3781,134022,26,20,3,21.0,11.4,2.7,19.6,"£37,016"
881,3790,115194,14,19,3,10.6,9.7,2.2,19.1,"£33,937"
881,3795,115195,8,10,3,5.4,3.0,1.4,19.8,"£36,612"
881,3810,115197,15,16,4,11.0,9.8,2.5,18.8,"£33,432"
881,3811,115198,13,11,13,9.3,5.1,6.4,20.4,"£34,527"
881,3813,115199,10,19,3,9.0,9.0,1.9,22.8,"£37,111"
881,3814,115200,8,19,10,8.0,6.8,4.5,23.4,"£33,474"
881,3815,115201,16,20,5,10.8,6.5,3.1,18.2,"£37,971"
881,3820,115202,6,13,2,5.2,3.9,1.4,20.2,"£39,437"
881,3822,115203,12,11,5,9.1,8.1,3.3,22.0,"£37,589"
881,3823,115204,19,31,5,15.6,14.6,2.7,27.3,"£37,747"
881,3824,138164,19,14,9,12.0,7.7,5.8,17.4,"£36,115"
881,3825,133573,25,35,12,21.6,20.2,9.8,19.1,"£34,244"
881,3826,133661,17,15,3,15.4,10.0,2.8,17.8,"£36,550"
881,3832,136441,12,13,9,11.5,8.2,4.8,23.0,"£33,667"
881,3833,141052,31,26,22,27.1,16.2,11.8,23.3,"£36,980"
881,3834,141571,37,57,11,28.9,41.4,9.0,17.3,"£37,481"
881,3835,141626,25,36,3,19.8,16.4,2.9,20.8,"£35,881"
881,3837,135328,20,28,6,19.1,14.3,5.2,21.4,"£36,636"
881,3839,135585,21,28,19,17.7,19.9,7.8,23.5,"£34,727"
